date,product_id,warehouse,stock_level,daily_demand,units_ordered,lead_time_days,unit_cost,days_of_supply,stockout_risk
2024-06-22,PROD0002,WH-SOUTH,1207,409,7,5,171.4,3.0,1
2024-06-23,PROD0002,WH-SOUTH,574,337,146,6,74.63,1.7,1
2024-06-24,PROD0002,WH-EAST,273,388,297,3,124.61,0.7,1
2024-06-25,PROD0002,WH-NORTH,1066,536,181,7,155.45,2.0,1
2024-06-26,PROD0002,WH-NORTH,265,416,328,11,66.45,0.6,1
2024-06-27,PROD0002,WH-EAST,429,384,241,11,147.66,1.1,1
2024-06-28,PROD0002,WH-NORTH,411,509,372,5,76.22,0.8,1
2024-01-01,PROD0003,WH-EAST,1275,530,105,10,66.41,2.4,1
2024-01-02,PROD0003,WH-NORTH,240,430,350,8,32.03,0.6,1
2024-01-03,PROD0003,WH-SOUTH,0,410,410,6,144.87,0.0,1
2024-01-04,PROD0003,WH-EAST,1019,294,0,9,90.21,3.5,0
2024-01-05,PROD0003,WH-SOUTH,331,722,612,6,114.68,0.5,1
2024-01-06,PROD0003,WH-EAST,927,439,130,9,53.6,2.1,1
2024-01-07,PROD0003,WH-SOUTH,403,689,555,11,68.8,0.6,1
2024-01-08,PROD0003,WH-NORTH,396,379,247,13,160.53,1.0,1
2024-01-09,PROD0003,WH-NORTH,1247,438,23,9,95.11,2.8,1
2024-01-10,PROD0003,WH-EAST,410,494,358,11,179.33,0.8,1
2024-01-11,PROD0003,WH-EAST,853,484,200,11,190.97,1.8,1
2024-01-12,PROD0003,WH-EAST,1240,394,0,7,126.86,3.1,0
2024-01-13,PROD0003,WH-EAST,287,542,447,6,66.15,0.5,1
2024-01-14,PROD0003,WH-SOUTH,531,482,305,14,67.68,1.1,1
2024-01-15,PROD0003,WH-NORTH,472,315,158,6,19.15,1.5,1
2024-01-16,PROD0003,WH-EAST,383,380,253,10,78.26,1.0,1
2024-01-17,PROD0003,WH-SOUTH,795,484,219,2,158.56,1.6,1
2024-01-18,PROD0003,WH-NORTH,741,333,86,3,179.19,2.2,1
2024-01-19,PROD0003,WH-NORTH,540,429,249,13,187.0,1.3,1
2024-01-20,PROD0003,WH-SOUTH,743,404,157,2,149.87,1.8,1
2024-01-21,PROD0003,WH-NORTH,1193,374,0,14,139.78,3.2,0
2024-01-22,PROD0003,WH-EAST,1185,382,0,9,52.06,3.1,0
2024-01-23,PROD0003,WH-EAST,970,348,25,5,25.64,2.8,1
2024-01-24,PROD0003,WH-EAST,229,534,458,4,161.37,0.4,1
2024-01-25,PROD0003,WH-SOUTH,1019,504,165,7,98.88,2.0,1
2024-01-26,PROD0003,WH-EAST,526,486,311,13,184.71,1.1,1
2024-01-27,PROD0003,WH-EAST,1157,347,0,14,82.92,3.3,0
2024-01-28,PROD0003,WH-EAST,1207,391,0,2,87.47,3.1,0
2024-01-29,PROD0003,WH-EAST,1168,337,0,3,72.77,3.5,0
2024-01-30,PROD0003,WH-EAST,565,429,241,8,20.79,1.3,1
2024-01-31,PROD0003,WH-EAST,669,389,166,6,196.17,1.7,1
2024-02-01,PROD0003,WH-SOUTH,1019,348,9,12,7.76,2.9,1
2024-02-02,PROD0003,WH-NORTH,828,394,118,13,85.6,2.1,1
2024-02-03,PROD0003,WH-NORTH,438,452,306,4,30.68,1.0,1
2024-02-04,PROD0003,WH-EAST,1192,405,8,4,77.77,2.9,1
2024-02-05,PROD0003,WH-EAST,354,405,287,13,88.78,0.9,1
2024-02-06,PROD0003,WH-SOUTH,826,410,135,10,168.7,2.0,1
2024-02-07,PROD0003,WH-SOUTH,739,404,158,11,151.96,1.8,1
2024-02-08,PROD0003,WH-SOUTH,762,349,95,13,43.65,2.2,1
2024-02-09,PROD0003,WH-EAST,278,252,160,2,55.67,1.1,1
2024-02-10,PROD0003,WH-NORTH,436,344,199,4,153.57,1.3,1
2024-02-11,PROD0003,WH-NORTH,670,485,262,3,31.16,1.4,1
2024-02-12,PROD0003,WH-EAST,518,302,130,14,6.95,1.7,1
2024-02-13,PROD0003,WH-EAST,331,372,262,10,173.14,0.9,1
2024-02-14,PROD0003,WH-EAST,478,435,276,2,168.19,1.1,1
2024-02-15,PROD0003,WH-NORTH,0,379,379,4,42.57,0.0,1
2024-02-16,PROD0003,WH-SOUTH,660,491,271,5,130.03,1.3,1
2024-02-17,PROD0003,WH-NORTH,637,373,161,14,123.56,1.7,1
2024-02-18,PROD0003,WH-SOUTH,548,506,324,2,168.43,1.1,1
2024-02-19,PROD0003,WH-NORTH,1017,415,76,5,151.72,2.5,1
2024-02-20,PROD0003,WH-EAST,547,372,190,9,64.4,1.5,1
2024-02-21,PROD0003,WH-EAST,1021,402,62,13,49.71,2.5,1
2024-02-22,PROD0003,WH-NORTH,583,351,157,10,105.4,1.7,1
2024-02-23,PROD0003,WH-NORTH,477,431,272,12,169.4,1.1,1
2024-02-24,PROD0003,WH-EAST,1138,417,38,11,69.26,2.7,1
2024-02-25,PROD0003,WH-SOUTH,364,386,265,5,184.1,0.9,1
2024-02-26,PROD0003,WH-EAST,1258,354,0,3,23.31,3.6,0
2024-02-27,PROD0003,WH-EAST,300,523,423,2,162.86,0.6,1
2024-02-28,PROD0003,WH-SOUTH,440,387,241,8,49.56,1.1,1
2024-02-29,PROD0003,WH-NORTH,542,312,132,12,53.02,1.7,1
2024-03-01,PROD0003,WH-EAST,661,265,45,10,59.58,2.5,1
2024-03-02,PROD0003,WH-EAST,952,488,171,4,135.23,2.0,1
2024-03-03,PROD0003,WH-NORTH,863,434,147,5,100.66,2.0,1
2024-03-04,PROD0003,WH-EAST,428,454,312,5,35.28,0.9,1
2024-03-05,PROD0003,WH-EAST,485,550,389,9,190.81,0.9,1
2024-03-06,PROD0003,WH-NORTH,321,385,278,14,166.52,0.8,1
2024-03-07,PROD0003,WH-SOUTH,1003,513,179,10,93.68,2.0,1
2024-03-08,PROD0003,WH-SOUTH,351,571,454,7,34.59,0.6,1
2024-03-09,PROD0003,WH-EAST,1130,488,112,11,19.09,2.3,1
2024-03-10,PROD0003,WH-EAST,861,335,48,10,180.39,2.6,1
2024-03-11,PROD0003,WH-NORTH,1195,552,154,7,28.56,2.2,1
2024-03-12,PROD0003,WH-NORTH,661,351,131,8,146.55,1.9,1
2024-03-13,PROD0003,WH-SOUTH,655,382,164,7,31.84,1.7,1
2024-03-14,PROD0003,WH-SOUTH,359,473,354,3,168.74,0.8,1
2024-03-15,PROD0003,WH-EAST,921,401,94,11,134.95,2.3,1
2024-03-16,PROD0003,WH-SOUTH,356,599,481,11,156.85,0.6,1
2024-03-17,PROD0003,WH-SOUTH,419,456,317,13,172.38,0.9,1
2024-03-18,PROD0003,WH-NORTH,1278,273,0,13,176.88,4.7,0
2024-03-19,PROD0003,WH-SOUTH,1205,473,72,7,126.94,2.5,1
2024-03-20,PROD0003,WH-EAST,1165,571,183,3,141.0,2.0,1
2024-03-21,PROD0003,WH-EAST,855,445,160,9,105.54,1.9,1
2024-03-22,PROD0003,WH-SOUTH,966,468,146,14,120.27,2.1,1
2024-03-23,PROD0003,WH-NORTH,418,476,337,11,157.14,0.9,1
2024-03-24,PROD0003,WH-EAST,248,535,453,14,68.8,0.5,1
2024-03-25,PROD0003,WH-EAST,463,494,340,9,109.31,0.9,1
2024-03-26,PROD0003,WH-NORTH,216,523,451,12,143.83,0.4,1
2024-03-27,PROD0003,WH-NORTH,808,428,159,4,7.22,1.9,1
2024-03-28,PROD0003,WH-NORTH,642,533,319,9,36.96,1.2,1
2024-03-29,PROD0003,WH-NORTH,234,368,290,6,156.0,0.6,1
2024-03-30,PROD0003,WH-NORTH,619,177,0,9,129.92,3.5,0
2024-03-31,PROD0003,WH-SOUTH,839,425,146,8,133.57,2.0,1
2024-04-01,PROD0003,WH-EAST,1119,359,0,8,100.38,3.1,0
2024-04-02,PROD0003,WH-SOUTH,252,569,485,5,122.2,0.4,1
2024-04-03,PROD0003,WH-EAST,858,489,203,7,57.76,1.8,1
2024-04-04,PROD0003,WH-EAST,674,461,237,9,150.52,1.5,1
2024-04-05,PROD0003,WH-EAST,1029,438,95,8,109.09,2.3,1
2024-04-06,PROD0003,WH-NORTH,278,557,465,3,31.64,0.5,1
2024-04-07,PROD0003,WH-SOUTH,1119,385,12,6,196.97,2.9,1
2024-04-08,PROD0003,WH-EAST,1053,402,51,2,114.89,2.6,1
2024-04-09,PROD0003,WH-SOUTH,1130,357,0,3,167.24,3.2,0
2024-04-10,PROD0003,WH-EAST,871,423,133,2,12.97,2.1,1
2024-04-11,PROD0003,WH-NORTH,275,533,442,9,45.88,0.5,1
2024-04-12,PROD0003,WH-SOUTH,761,479,226,9,183.95,1.6,1
2024-04-13,PROD0003,WH-SOUTH,1000,400,67,14,116.63,2.5,1
2024-04-14,PROD0003,WH-NORTH,1099,313,0,10,122.85,3.5,0
2024-04-15,PROD0003,WH-SOUTH,787,463,201,9,18.2,1.7,1
2024-04-16,PROD0003,WH-NORTH,451,456,306,7,62.29,1.0,1
2024-04-17,PROD0003,WH-NORTH,488,529,367,7,127.9,0.9,1
2024-04-18,PROD0003,WH-EAST,327,386,277,12,13.16,0.8,1
2024-04-19,PROD0003,WH-SOUTH,0,435,435,4,134.06,0.0,1
2024-04-20,PROD0003,WH-SOUTH,520,314,141,11,92.45,1.7,1
2024-04-21,PROD0003,WH-NORTH,254,317,233,5,113.78,0.8,1
2024-04-22,PROD0003,WH-SOUTH,980,318,0,8,171.25,3.1,0
2024-04-23,PROD0003,WH-EAST,1111,549,179,11,187.89,2.0,1
2024-04-24,PROD0003,WH-NORTH,1181,458,65,14,190.05,2.6,1
2024-04-25,PROD0003,WH-SOUTH,823,385,111,10,47.48,2.1,1
2024-04-26,PROD0003,WH-EAST,712,546,309,12,42.91,1.3,1
2024-04-27,PROD0003,WH-EAST,654,329,111,12,44.88,2.0,1
2024-04-28,PROD0003,WH-SOUTH,887,412,117,13,6.66,2.2,1
2024-04-29,PROD0003,WH-SOUTH,764,367,113,3,72.91,2.1,1
2024-04-30,PROD0003,WH-SOUTH,548,486,304,3,48.38,1.1,1
2024-05-01,PROD0003,WH-NORTH,1091,449,86,7,90.35,2.4,1
2024-05-02,PROD0003,WH-SOUTH,699,394,161,3,120.62,1.8,1
2024-05-03,PROD0003,WH-EAST,1091,581,218,4,153.83,1.9,1
2024-05-04,PROD0003,WH-NORTH,1157,419,34,10,194.17,2.8,1
2024-05-05,PROD0003,WH-EAST,687,506,277,11,151.72,1.4,1
2024-05-06,PROD0003,WH-NORTH,415,426,288,5,86.44,1.0,1
2024-05-07,PROD0003,WH-EAST,735,359,114,4,56.93,2.0,1
2024-05-08,PROD0003,WH-NORTH,858,500,214,8,68.11,1.7,1
2024-05-09,PROD0003,WH-EAST,419,431,292,8,97.94,1.0,1
2024-05-10,PROD0003,WH-EAST,494,334,170,13,65.29,1.5,1
2024-05-11,PROD0003,WH-SOUTH,406,441,306,14,62.95,0.9,1
2024-05-12,PROD0003,WH-EAST,1089,511,148,4,196.7,2.1,1
2024-05-13,PROD0003,WH-EAST,920,369,63,2,142.9,2.5,1
2024-05-14,PROD0003,WH-NORTH,1095,554,189,14,185.47,2.0,1
2024-05-15,PROD0003,WH-NORTH,681,462,235,10,173.6,1.5,1
2024-05-16,PROD0003,WH-SOUTH,295,362,264,13,86.99,0.8,1
2024-05-17,PROD0003,WH-EAST,280,555,462,2,194.26,0.5,1
2024-05-18,PROD0003,WH-NORTH,802,425,158,3,172.6,1.9,1
2024-05-19,PROD0003,WH-SOUTH,972,446,122,7,104.28,2.2,1
2024-05-20,PROD0003,WH-EAST,677,521,296,6,150.58,1.3,1
2024-05-21,PROD0003,WH-EAST,956,498,180,11,34.39,1.9,1
2024-05-22,PROD0003,WH-SOUTH,539,381,202,4,59.38,1.4,1
2024-05-23,PROD0003,WH-SOUTH,298,418,319,13,96.75,0.7,1
2024-05-24,PROD0003,WH-NORTH,787,456,194,8,42.51,1.7,1
2024-05-25,PROD0003,WH-SOUTH,433,276,132,12,149.1,1.6,1
2024-05-26,PROD0003,WH-SOUTH,1193,387,0,3,134.69,3.1,0
2024-05-27,PROD0003,WH-EAST,388,429,300,12,78.68,0.9,1
2024-05-28,PROD0003,WH-SOUTH,1223,345,0,9,86.5,3.5,0
2024-05-29,PROD0003,WH-NORTH,1290,503,73,5,138.48,2.6,1
2024-05-30,PROD0003,WH-SOUTH,586,230,35,10,152.7,2.5,1
2024-05-31,PROD0003,WH-NORTH,660,432,212,3,160.32,1.5,1
2024-06-01,PROD0003,WH-SOUTH,382,298,171,3,155.52,1.3,1
2024-06-02,PROD0003,WH-EAST,1252,418,1,14,140.96,3.0,1
2024-06-03,PROD0003,WH-SOUTH,1149,378,0,4,72.96,3.0,0
2024-06-04,PROD0003,WH-SOUTH,1004,405,71,6,71.64,2.5,1
2024-06-05,PROD0003,WH-EAST,515,370,199,4,67.07,1.4,1
2024-06-06,PROD0003,WH-NORTH,1202,575,175,2,178.66,2.1,1
2024-06-07,PROD0003,WH-NORTH,589,322,126,4,103.49,1.8,1
2024-06-08,PROD0003,WH-NORTH,934,380,69,6,196.85,2.5,1
2024-06-09,PROD0003,WH-SOUTH,839,454,175,7,91.39,1.8,1
2024-06-10,PROD0003,WH-NORTH,844,293,12,3,42.97,2.9,1
2024-06-11,PROD0003,WH-NORTH,1055,499,148,10,86.48,2.1,1
2024-06-12,PROD0003,WH-EAST,793,483,219,5,63.12,1.6,1
2024-06-13,PROD0003,WH-EAST,632,359,149,10,39.09,1.8,1
2024-06-14,PROD0003,WH-EAST,605,483,282,11,159.33,1.3,1
2024-06-15,PROD0003,WH-EAST,904,437,136,5,81.62,2.1,1
2024-06-16,PROD0003,WH-SOUTH,233,482,405,2,25.11,0.5,1
2024-06-17,PROD0003,WH-NORTH,385,458,330,10,155.05,0.8,1
2024-06-18,PROD0003,WH-NORTH,1175,436,45,10,165.95,2.7,1
2024-06-19,PROD0003,WH-SOUTH,521,489,316,6,116.34,1.1,1
2024-06-20,PROD0003,WH-EAST,1291,368,0,13,48.4,3.5,0
2024-06-21,PROD0003,WH-NORTH,1290,363,0,2,144.1,3.6,0
2024-06-22,PROD0003,WH-NORTH,468,399,243,14,194.36,1.2,1
2024-06-23,PROD0003,WH-SOUTH,780,351,91,6,19.11,2.2,1
2024-06-24,PROD0003,WH-SOUTH,572,431,241,4,36.75,1.3,1
2024-06-25,PROD0003,WH-NORTH,834,324,46,12,5.36,2.6,1
2024-06-26,PROD0003,WH-SOUTH,254,396,312,13,13.53,0.6,1
2024-06-27,PROD0003,WH-SOUTH,926,515,207,2,62.76,1.8,1
2024-06-28,PROD0003,WH-SOUTH,691,327,97,5,104.67,2.1,1
2024-01-01,PROD0004,WH-EAST,770,316,60,8,178.79,2.4,1
2024-01-02,PROD0004,WH-SOUTH,0,417,417,12,100.86,0.0,1
2024-01-03,PROD0004,WH-SOUTH,695,422,191,5,170.43,1.6,1
2024-01-04,PROD0004,WH-EAST,513,391,220,6,34.81,1.3,1
2024-01-05,PROD0004,WH-NORTH,384,397,269,7,56.88,1.0,1
2024-01-06,PROD0004,WH-EAST,617,370,165,2,138.97,1.7,1
2024-01-07,PROD0004,WH-SOUTH,893,516,219,2,37.94,1.7,1
2024-01-08,PROD0004,WH-NORTH,510,364,194,8,89.58,1.4,1
2024-01-09,PROD0004,WH-NORTH,275,359,268,5,133.13,0.8,1
2024-01-10,PROD0004,WH-SOUTH,262,388,301,7,54.82,0.7,1
2024-01-11,PROD0004,WH-EAST,944,287,0,13,37.34,3.3,0
2024-01-12,PROD0004,WH-NORTH,333,376,265,10,191.85,0.9,1
2024-01-13,PROD0004,WH-EAST,1028,275,0,4,14.27,3.7,0
2024-01-14,PROD0004,WH-SOUTH,518,127,0,8,111.77,4.1,0
2024-01-15,PROD0004,WH-SOUTH,299,224,125,11,88.87,1.3,1
2024-01-16,PROD0004,WH-EAST,493,362,198,5,197.44,1.4,1
2024-01-17,PROD0004,WH-EAST,314,393,289,3,50.18,0.8,1
2024-01-18,PROD0004,WH-NORTH,418,329,190,7,13.94,1.3,1
2024-01-19,PROD0004,WH-EAST,893,341,44,8,163.75,2.6,1
2024-01-20,PROD0004,WH-SOUTH,402,387,253,2,152.94,1.0,1
2024-01-21,PROD0004,WH-EAST,1058,320,0,5,98.96,3.3,0
2024-01-22,PROD0004,WH-NORTH,744,328,80,13,114.62,2.3,1
2024-01-23,PROD0004,WH-NORTH,520,409,236,5,197.14,1.3,1
2024-01-24,PROD0004,WH-SOUTH,954,268,0,12,52.93,3.6,0
2024-01-25,PROD0004,WH-EAST,306,358,256,7,163.37,0.9,1
2024-01-26,PROD0004,WH-EAST,962,361,41,9,133.85,2.7,1
2024-01-27,PROD0004,WH-SOUTH,0,396,396,3,113.63,0.0,1
2024-01-28,PROD0004,WH-NORTH,346,445,330,9,54.36,0.8,1
2024-01-29,PROD0004,WH-NORTH,427,329,187,11,25.91,1.3,1
2024-01-30,PROD0004,WH-NORTH,1065,408,53,2,44.08,2.6,1
2024-01-31,PROD0004,WH-EAST,426,390,248,10,139.12,1.1,1
2024-02-01,PROD0004,WH-NORTH,495,453,288,9,62.29,1.1,1
2024-02-02,PROD0004,WH-SOUTH,447,327,178,2,91.28,1.4,1
2024-02-03,PROD0004,WH-SOUTH,241,388,308,6,25.19,0.6,1
2024-02-04,PROD0004,WH-NORTH,193,445,381,5,90.09,0.4,1
2024-02-05,PROD0004,WH-NORTH,330,300,190,14,109.03,1.1,1
2024-02-06,PROD0004,WH-NORTH,1069,324,0,6,47.11,3.3,0
2024-02-07,PROD0004,WH-EAST,563,375,188,14,143.17,1.5,1
2024-02-08,PROD0004,WH-NORTH,638,445,233,13,184.02,1.4,1
2024-02-09,PROD0004,WH-EAST,709,320,84,13,24.24,2.2,1
2024-02-10,PROD0004,WH-NORTH,370,404,281,9,66.44,0.9,1
2024-02-11,PROD0004,WH-SOUTH,249,366,283,8,177.85,0.7,1
2024-02-12,PROD0004,WH-EAST,333,481,370,5,152.39,0.7,1
2024-02-13,PROD0004,WH-NORTH,770,383,127,11,76.51,2.0,1
2024-02-14,PROD0004,WH-SOUTH,879,424,131,2,106.77,2.1,1
2024-02-15,PROD0004,WH-SOUTH,356,306,188,5,61.6,1.2,1
2024-02-16,PROD0004,WH-SOUTH,995,358,27,11,162.89,2.8,1
2024-02-17,PROD0004,WH-EAST,612,254,50,9,44.33,2.4,1
2024-02-18,PROD0004,WH-SOUTH,999,382,49,2,58.71,2.6,1
2024-02-19,PROD0004,WH-EAST,725,286,45,3,122.62,2.5,1
2024-02-20,PROD0004,WH-SOUTH,527,319,144,11,98.46,1.7,1
2024-02-21,PROD0004,WH-EAST,274,276,185,5,155.8,1.0,1
2024-02-22,PROD0004,WH-NORTH,421,405,265,8,110.58,1.0,1
2024-02-23,PROD0004,WH-EAST,1049,431,82,2,62.2,2.4,1
2024-02-24,PROD0004,WH-SOUTH,289,293,197,8,126.86,1.0,1
2024-02-25,PROD0004,WH-NORTH,630,364,154,14,25.29,1.7,1
2024-02-26,PROD0004,WH-EAST,827,425,150,9,134.04,1.9,1
2024-02-27,PROD0004,WH-EAST,583,410,216,3,80.51,1.4,1
2024-02-28,PROD0004,WH-SOUTH,660,267,47,5,65.1,2.5,1
2024-02-29,PROD0004,WH-EAST,690,391,161,13,86.82,1.8,1
2024-03-01,PROD0004,WH-NORTH,1059,382,29,8,68.9,2.8,1
2024-03-02,PROD0004,WH-NORTH,964,330,9,14,119.44,2.9,1
2024-03-03,PROD0004,WH-EAST,297,380,281,11,130.06,0.8,1
2024-03-04,PROD0004,WH-EAST,793,304,40,11,17.48,2.6,1
2024-03-05,PROD0004,WH-EAST,0,358,358,6,24.48,0.0,1
2024-03-06,PROD0004,WH-SOUTH,710,336,100,5,95.71,2.1,1
2024-03-07,PROD0004,WH-SOUTH,399,267,134,5,93.87,1.5,1
2024-03-08,PROD0004,WH-SOUTH,487,340,178,2,101.14,1.4,1
2024-03-09,PROD0004,WH-SOUTH,302,393,293,6,111.75,0.8,1
2024-03-10,PROD0004,WH-NORTH,0,403,403,13,148.18,0.0,1
2024-03-11,PROD0004,WH-SOUTH,220,358,285,2,34.05,0.6,1
2024-03-12,PROD0004,WH-NORTH,234,410,332,9,154.9,0.6,1
2024-03-13,PROD0004,WH-SOUTH,754,133,0,10,149.41,5.7,0
2024-03-14,PROD0004,WH-SOUTH,805,416,148,4,93.42,1.9,1
2024-03-15,PROD0004,WH-EAST,379,460,334,13,99.66,0.8,1
2024-03-16,PROD0004,WH-EAST,1024,418,77,11,98.69,2.4,1
2024-03-17,PROD0004,WH-EAST,369,283,160,7,198.4,1.3,1
2024-03-18,PROD0004,WH-EAST,662,207,0,13,195.78,3.2,0
2024-03-19,PROD0004,WH-EAST,810,433,163,9,182.41,1.9,1
2024-03-20,PROD0004,WH-EAST,488,494,332,13,32.86,1.0,1
2024-03-21,PROD0004,WH-SOUTH,792,297,33,13,162.28,2.7,1
2024-03-22,PROD0004,WH-EAST,369,281,158,3,97.72,1.3,1
2024-03-23,PROD0004,WH-SOUTH,1055,398,47,2,192.79,2.7,1
2024-03-24,PROD0004,WH-NORTH,928,413,104,5,180.57,2.2,1
2024-03-25,PROD0004,WH-SOUTH,569,434,245,9,73.66,1.3,1
2024-03-26,PROD0004,WH-SOUTH,596,77,0,11,198.61,7.7,0
2024-03-27,PROD0004,WH-SOUTH,874,410,119,8,46.53,2.1,1
2024-03-28,PROD0004,WH-NORTH,1003,383,49,13,94.41,2.6,1
2024-03-29,PROD0004,WH-NORTH,719,371,132,13,62.35,1.9,1
2024-03-30,PROD0004,WH-SOUTH,642,268,54,8,31.42,2.4,1
2024-03-31,PROD0004,WH-SOUTH,995,366,35,2,33.05,2.7,1
2024-04-01,PROD0004,WH-NORTH,254,341,257,11,18.02,0.7,1
2024-04-02,PROD0004,WH-SOUTH,664,420,199,9,29.59,1.6,1
2024-04-03,PROD0004,WH-EAST,545,252,71,4,196.31,2.2,1
2024-04-04,PROD0004,WH-EAST,228,442,366,2,81.2,0.5,1
2024-04-05,PROD0004,WH-EAST,930,429,119,4,81.61,2.2,1
2024-04-06,PROD0004,WH-EAST,247,338,256,11,174.82,0.7,1
2024-04-07,PROD0004,WH-EAST,313,341,237,2,164.03,0.9,1
2024-04-08,PROD0004,WH-SOUTH,852,379,95,8,194.18,2.2,1
2024-04-09,PROD0004,WH-SOUTH,406,372,237,4,127.31,1.1,1
2024-04-10,PROD0004,WH-SOUTH,796,380,115,11,59.12,2.1,1
2024-04-11,PROD0004,WH-SOUTH,1070,314,0,3,95.94,3.4,0
2024-04-12,PROD0004,WH-NORTH,809,474,205,5,195.32,1.7,1
2024-04-13,PROD0004,WH-NORTH,610,190,0,8,156.27,3.2,0
2024-04-14,PROD0004,WH-EAST,601,351,151,10,80.05,1.7,1
2024-04-15,PROD0004,WH-NORTH,311,286,183,2,90.89,1.1,1
2024-04-16,PROD0004,WH-SOUTH,1115,484,113,9,6.64,2.3,1
2024-04-17,PROD0004,WH-SOUTH,1071,416,59,10,101.08,2.6,1
2024-04-18,PROD0004,WH-NORTH,932,364,54,14,42.24,2.6,1
2024-04-19,PROD0004,WH-EAST,969,463,140,11,89.63,2.1,1
2024-04-20,PROD0004,WH-EAST,349,330,214,8,121.36,1.1,1
2024-04-21,PROD0004,WH-EAST,589,413,217,4,70.27,1.4,1
2024-04-22,PROD0004,WH-SOUTH,510,334,164,14,153.47,1.5,1
2024-04-23,PROD0004,WH-EAST,836,266,0,5,97.55,3.1,0
2024-04-24,PROD0004,WH-NORTH,674,308,84,3,167.85,2.2,1
2024-04-25,PROD0004,WH-SOUTH,436,436,291,10,131.04,1.0,1
2024-04-26,PROD0004,WH-SOUTH,812,493,223,8,139.1,1.6,1
2024-04-27,PROD0004,WH-SOUTH,576,508,316,12,78.46,1.1,1
2024-04-28,PROD0004,WH-SOUTH,486,488,326,14,70.4,1.0,1
2024-04-29,PROD0004,WH-SOUTH,978,398,72,2,149.59,2.5,1
2024-04-30,PROD0004,WH-NORTH,663,407,186,3,57.61,1.6,1
2024-05-01,PROD0004,WH-EAST,860,357,71,10,58.13,2.4,1
2024-05-02,PROD0004,WH-EAST,911,331,28,6,53.02,2.8,1
2024-05-03,PROD0004,WH-EAST,704,394,160,13,164.65,1.8,1
2024-05-04,PROD0004,WH-SOUTH,1011,193,0,10,26.44,5.2,0
2024-05-05,PROD0004,WH-NORTH,0,376,376,7,105.42,0.0,1
2024-05-06,PROD0004,WH-NORTH,941,272,0,7,171.29,3.5,0
2024-05-07,PROD0004,WH-NORTH,697,448,216,5,60.11,1.6,1
2024-05-08,PROD0004,WH-NORTH,971,325,2,10,168.58,3.0,1
2024-05-09,PROD0004,WH-EAST,232,465,388,5,71.55,0.5,1
2024-05-10,PROD0004,WH-EAST,786,451,189,8,163.02,1.7,1
2024-05-11,PROD0004,WH-NORTH,359,356,237,3,23.96,1.0,1
2024-05-12,PROD0004,WH-SOUTH,843,362,81,2,178.49,2.3,1
2024-05-13,PROD0004,WH-SOUTH,1040,402,56,9,166.74,2.6,1
2024-05-14,PROD0004,WH-NORTH,912,366,62,4,142.6,2.5,1
2024-05-15,PROD0004,WH-NORTH,676,362,137,2,94.12,1.9,1
2024-05-16,PROD0004,WH-EAST,943,305,0,14,168.64,3.1,0
2024-05-17,PROD0004,WH-NORTH,487,275,113,8,5.88,1.8,1
2024-05-18,PROD0004,WH-NORTH,0,315,315,3,146.18,0.0,1
2024-05-19,PROD0004,WH-SOUTH,577,369,177,13,180.79,1.6,1
2024-05-20,PROD0004,WH-SOUTH,299,453,354,9,170.87,0.7,1
2024-05-21,PROD0004,WH-EAST,384,466,338,11,72.35,0.8,1
2024-05-22,PROD0004,WH-EAST,240,322,242,11,136.71,0.7,1
2024-05-23,PROD0004,WH-EAST,559,287,101,8,33.11,1.9,1
2024-05-24,PROD0004,WH-SOUTH,864,439,151,5,159.89,2.0,1
2024-05-25,PROD0004,WH-NORTH,398,400,268,6,179.2,1.0,1
2024-05-26,PROD0004,WH-SOUTH,1102,402,35,8,54.66,2.7,1
2024-05-27,PROD0004,WH-EAST,1021,440,100,7,163.87,2.3,1
2024-05-28,PROD0004,WH-SOUTH,1058,335,0,7,111.1,3.2,0
2024-05-29,PROD0004,WH-NORTH,830,465,189,11,52.85,1.8,1
2024-05-30,PROD0004,WH-NORTH,1014,457,119,7,57.9,2.2,1
2024-05-31,PROD0004,WH-EAST,318,398,292,10,73.81,0.8,1
2024-06-01,PROD0004,WH-EAST,697,318,86,4,7.96,2.2,1
2024-06-02,PROD0004,WH-EAST,760,318,65,11,85.88,2.4,1
2024-06-03,PROD0004,WH-EAST,319,327,221,4,32.08,1.0,1
2024-06-04,PROD0004,WH-NORTH,940,326,13,6,28.94,2.9,1
2024-06-05,PROD0004,WH-EAST,379,402,276,14,199.89,0.9,1
2024-06-06,PROD0004,WH-EAST,626,477,269,14,190.44,1.3,1
2024-06-07,PROD0004,WH-NORTH,337,351,239,10,8.46,1.0,1
2024-06-08,PROD0004,WH-NORTH,0,430,430,11,62.76,0.0,1
2024-06-09,PROD0004,WH-EAST,0,306,306,8,133.81,0.0,1
2024-06-10,PROD0004,WH-NORTH,395,320,189,6,23.62,1.2,1
2024-06-11,PROD0004,WH-EAST,1010,348,12,5,126.15,2.9,1
2024-06-12,PROD0004,WH-NORTH,1075,425,67,10,89.08,2.5,1
2024-06-13,PROD0004,WH-SOUTH,806,384,116,11,129.24,2.1,1
2024-06-14,PROD0004,WH-SOUTH,641,433,220,9,130.95,1.5,1
2024-06-15,PROD0004,WH-NORTH,313,323,219,3,134.06,1.0,1
2024-06-16,PROD0004,WH-EAST,402,377,243,9,170.01,1.1,1
2024-06-17,PROD0004,WH-NORTH,0,375,375,12,111.52,0.0,1
