customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls_6m,late_payments,contract_type,payment_method,internet_service,online_security,age_group,churned
CUST01184,59,20.64,1186.42,1,9,1,One year,Electronic check,Fiber optic,No,51-65,0
CUST01185,61,34.18,2041.37,3,6,1,Two year,Bank transfer,Fiber optic,No,51-65,0
CUST01186,11,43.63,474.76,1,10,1,Month-to-month,Electronic check,Fiber optic,Yes,26-35,1
CUST01187,52,96.49,4898.75,4,8,3,Month-to-month,Electronic check,Fiber optic,No,26-35,0
CUST01188,59,29.84,1776.22,5,7,4,Two year,Bank transfer,DSL,No internet,36-50,0
CUST01189,49,116.14,5465.42,4,6,2,One year,Mailed check,DSL,No internet,26-35,1
CUST01190,1,49.69,51.48,1,7,0,Month-to-month,Credit card,Fiber optic,Yes,36-50,1
CUST01191,66,42.68,2873.76,5,6,3,One year,Electronic check,Fiber optic,Yes,36-50,0
CUST01192,50,51.32,2585.83,5,6,8,Month-to-month,Mailed check,No,No internet,26-35,1
CUST01193,1,22.83,23.02,4,10,0,One year,Bank transfer,No,Yes,36-50,1
CUST01194,24,94.68,2110.97,5,1,1,One year,Bank transfer,Fiber optic,Yes,18-25,0
CUST01195,34,24.99,890.92,2,9,0,Month-to-month,Mailed check,DSL,Yes,65+,0
CUST01196,21,48.08,933.77,2,0,0,Two year,Mailed check,No,Yes,51-65,0
CUST01197,43,87.71,3791.01,5,10,4,Two year,Mailed check,Fiber optic,No internet,65+,1
CUST01198,58,82.43,4357.23,2,2,1,Two year,Mailed check,Fiber optic,No,36-50,0
CUST01199,67,93.78,6349.73,5,10,1,Month-to-month,Mailed check,DSL,No,26-35,0
CUST01200,41,60.64,2358.57,4,3,6,One year,Electronic check,Fiber optic,Yes,51-65,1
CUST01201,14,61.86,832.28,4,3,1,Two year,Credit card,DSL,No internet,26-35,1
CUST01202,68,105.29,7461.18,5,9,0,Month-to-month,Credit card,DSL,Yes,18-25,0
CUST01203,64,27.69,1946.22,3,3,10,Two year,Bank transfer,DSL,No,26-35,1
CUST01204,25,62.16,1436.06,2,1,3,One year,Credit card,DSL,No,65+,0
CUST01205,8,44.27,366.38,5,5,1,One year,Electronic check,No,Yes,36-50,1
CUST01206,54,110.38,6342.39,2,10,9,Month-to-month,Bank transfer,Fiber optic,No,26-35,1
CUST01207,20,34.55,666.42,3,1,3,One year,Credit card,No,No internet,26-35,1
CUST01208,42,75.77,3423.03,3,7,6,Month-to-month,Bank transfer,No,Yes,51-65,1
CUST01209,5,32.15,162.1,2,9,0,One year,Electronic check,DSL,Yes,65+,0
CUST01210,33,51.83,1571.44,4,3,0,One year,Mailed check,No,No internet,36-50,0
CUST01211,6,85.06,503.08,3,5,1,Month-to-month,Electronic check,No,Yes,65+,1
CUST01212,23,90.26,2059.75,2,5,0,Month-to-month,Bank transfer,DSL,No internet,51-65,0
CUST01213,25,113.43,2808.99,4,2,0,One year,Bank transfer,No,No,18-25,1
CUST01214,24,50.56,1249.95,2,4,0,Two year,Bank transfer,DSL,No,26-35,0
CUST01215,24,93.35,2210.77,3,0,0,Two year,Credit card,No,No,36-50,0
CUST01216,35,36.82,1355.91,5,4,1,Month-to-month,Electronic check,DSL,No,18-25,0
CUST01217,40,63.92,2480.63,1,1,5,Two year,Mailed check,No,Yes,36-50,0
CUST01218,54,118.97,5792.3,5,4,1,Two year,Credit card,DSL,No,18-25,0
CUST01219,41,51.1,2152.21,3,5,0,Two year,Credit card,No,Yes,51-65,1
CUST01220,10,86.74,923.23,1,0,0,One year,Bank transfer,No,No internet,65+,0
CUST01221,23,23.52,590.38,2,7,3,Two year,Mailed check,Fiber optic,No internet,51-65,1
CUST01222,23,97.54,2274.76,2,3,3,Month-to-month,Bank transfer,No,No internet,18-25,1
CUST01223,30,98.34,2835.46,3,10,5,Month-to-month,Electronic check,DSL,No,51-65,1
CUST01224,23,71.24,1536.22,4,3,1,Two year,Bank transfer,DSL,No,26-35,1
CUST01225,61,57.09,3788.3,5,6,6,Two year,Electronic check,No,Yes,65+,0
CUST01226,56,97.6,5314.72,3,2,4,One year,Bank transfer,No,No,36-50,0
CUST01227,3,64.98,183.41,1,9,0,Month-to-month,Electronic check,No,No,51-65,1
CUST01228,2,44.87,88.43,5,6,0,Month-to-month,Mailed check,Fiber optic,No,18-25,1
CUST01229,34,65.79,2372.22,5,3,0,Month-to-month,Electronic check,Fiber optic,Yes,65+,1
CUST01230,66,114.95,7150.11,3,4,11,Two year,Mailed check,No,No,51-65,1
CUST01231,58,78.9,4678.06,3,7,0,One year,Credit card,Fiber optic,No internet,18-25,0
CUST01232,56,78.42,4027.03,3,9,7,Month-to-month,Electronic check,No,No,18-25,1
CUST01233,44,59.22,2777.27,4,6,5,Month-to-month,Electronic check,DSL,No internet,65+,1
CUST01234,55,114.37,6524.63,4,7,4,Two year,Bank transfer,DSL,No,26-35,1
CUST01235,48,81.07,4000.05,4,9,8,One year,Credit card,Fiber optic,No,18-25,1
CUST01236,43,98.15,4143.24,5,3,7,Two year,Electronic check,DSL,No internet,51-65,1
CUST01237,10,67.16,698.87,5,2,1,One year,Credit card,Fiber optic,Yes,26-35,1
CUST01238,43,25.57,1179.16,2,8,5,One year,Bank transfer,Fiber optic,No,65+,1
CUST01239,10,82.92,872.42,2,8,1,Two year,Bank transfer,No,No,65+,1
CUST01240,7,87.12,572.74,5,5,0,Month-to-month,Credit card,DSL,No,65+,1
CUST01241,49,80.11,3598.84,5,10,3,Month-to-month,Electronic check,No,No internet,36-50,1
CUST01242,19,110.66,2272.3,4,7,2,Month-to-month,Bank transfer,Fiber optic,No,51-65,1
CUST01243,19,25.16,448.81,4,3,2,One year,Electronic check,DSL,No internet,65+,1
CUST01244,34,60.3,2165.37,4,3,1,Month-to-month,Bank transfer,DSL,No,51-65,0
CUST01245,54,28.88,1626.29,1,7,3,Month-to-month,Mailed check,Fiber optic,No,36-50,0
CUST01246,60,66.16,3912.44,4,2,6,Two year,Electronic check,No,Yes,65+,0
CUST01247,71,111.48,8082.01,4,4,7,One year,Electronic check,No,No,26-35,1
CUST01248,37,103.93,4009.12,2,9,2,One year,Electronic check,DSL,Yes,51-65,1
CUST01249,50,66.57,3366.83,3,0,4,Month-to-month,Credit card,Fiber optic,No,51-65,0
CUST01250,46,28.05,1315.27,3,3,4,One year,Bank transfer,No,Yes,18-25,0
CUST01251,8,98.88,813.72,1,9,1,Two year,Credit card,Fiber optic,No,51-65,1
CUST01252,46,92.6,3961.44,3,4,5,One year,Mailed check,Fiber optic,Yes,36-50,1
CUST01253,24,111.38,2868.21,2,6,3,Month-to-month,Credit card,DSL,No,51-65,1
CUST01254,4,105.55,428.16,1,1,0,Two year,Electronic check,Fiber optic,Yes,18-25,1
CUST01255,65,76.77,5225.18,3,1,1,Two year,Credit card,No,No,65+,0
CUST01256,28,94.89,2629.19,3,6,3,One year,Mailed check,Fiber optic,Yes,65+,1
CUST01257,53,71.11,3896.16,3,7,6,One year,Mailed check,No,Yes,65+,1
CUST01258,3,94.04,294.08,3,6,0,Month-to-month,Credit card,Fiber optic,No internet,26-35,1
CUST01259,30,89.17,2409.52,2,9,5,Month-to-month,Mailed check,Fiber optic,No,18-25,1
CUST01260,41,47.82,1953.24,2,9,4,Month-to-month,Electronic check,DSL,No,18-25,0
CUST01261,28,107.57,3031.2,4,0,2,One year,Electronic check,Fiber optic,Yes,26-35,1
CUST01262,71,79.08,5154.6,4,8,5,One year,Bank transfer,DSL,Yes,36-50,1
CUST01263,34,48.2,1480.39,2,3,4,One year,Bank transfer,Fiber optic,Yes,65+,1
CUST01264,53,61.36,3528.94,4,7,4,Month-to-month,Electronic check,DSL,No internet,26-35,1
CUST01265,2,34.14,68.47,2,4,0,One year,Credit card,Fiber optic,Yes,65+,1
CUST01266,68,97.58,6455.86,2,1,7,Two year,Credit card,No,No internet,36-50,0
CUST01267,10,111.67,1221.92,5,6,1,One year,Credit card,Fiber optic,No,36-50,1
CUST01268,23,41.51,898.5,1,9,1,Two year,Credit card,No,No internet,18-25,1
CUST01269,8,119.28,1042.13,1,4,1,Month-to-month,Electronic check,DSL,No internet,65+,1
CUST01270,23,51.18,1096.38,5,5,3,Month-to-month,Credit card,DSL,Yes,65+,1
CUST01271,41,35.47,1571.95,3,1,0,One year,Mailed check,DSL,Yes,26-35,0
CUST01272,11,53.23,602.06,3,3,0,Month-to-month,Bank transfer,DSL,No,36-50,1
CUST01273,2,64.98,130.81,1,0,0,One year,Electronic check,No,No,36-50,0
CUST01274,59,60.68,3823.15,4,3,4,Month-to-month,Bank transfer,No,No internet,18-25,0
CUST01275,19,60.66,1178.79,5,4,2,Month-to-month,Credit card,Fiber optic,No,18-25,1
CUST01276,14,22.29,341.5,4,10,1,Month-to-month,Bank transfer,DSL,No internet,36-50,1
CUST01277,18,100.01,1664.63,5,2,3,Two year,Bank transfer,DSL,No internet,18-25,1
CUST01278,64,55.58,3655.32,2,10,6,One year,Bank transfer,DSL,No internet,26-35,1
CUST01279,35,69.66,2584.21,1,0,0,One year,Bank transfer,DSL,No internet,36-50,0
CUST01280,64,32.95,1953.87,4,0,3,Two year,Mailed check,Fiber optic,No internet,36-50,0
CUST01281,64,93.5,5689.69,2,8,7,Month-to-month,Bank transfer,No,No,18-25,1
CUST01282,38,53.47,2194.8,1,5,5,Two year,Credit card,No,Yes,65+,1
CUST01283,52,21.59,1095.76,3,8,0,Month-to-month,Bank transfer,Fiber optic,Yes,51-65,0
CUST01284,46,104.72,5189.4,3,7,6,One year,Credit card,No,No internet,18-25,1
CUST01285,33,107.06,3628.06,5,8,2,One year,Mailed check,No,No,26-35,1
CUST01286,5,29.38,143.64,3,6,0,Two year,Mailed check,No,No,36-50,1
CUST01287,55,89.73,5341.14,5,9,3,Month-to-month,Bank transfer,Fiber optic,No internet,18-25,1
CUST01288,54,84.72,4927.19,2,9,0,Two year,Bank transfer,No,No,18-25,1
CUST01289,36,68.2,2498.96,4,1,6,Two year,Credit card,DSL,No internet,18-25,0
CUST01290,27,52.93,1503.4,3,8,4,Two year,Bank transfer,No,Yes,65+,1
CUST01291,38,50.8,1964.81,1,4,3,Two year,Credit card,Fiber optic,Yes,36-50,0
CUST01292,57,32.81,1772.68,3,1,6,Two year,Electronic check,No,Yes,26-35,0
CUST01293,51,69.34,3754.06,3,8,8,One year,Mailed check,Fiber optic,No,26-35,1
CUST01294,22,56.76,1289.56,5,10,1,Month-to-month,Credit card,DSL,No internet,26-35,1
CUST01295,20,44.55,839.26,4,8,2,One year,Electronic check,No,No,51-65,1
CUST01296,53,83.91,4449.35,5,6,4,One year,Electronic check,No,No,65+,0
CUST01297,42,103.1,4308.5,2,1,3,One year,Bank transfer,DSL,No,36-50,1
CUST01298,45,88.37,4142.97,5,10,2,One year,Electronic check,No,No internet,51-65,1
CUST01299,36,28.7,1071.6,3,8,3,Two year,Bank transfer,Fiber optic,No,36-50,0
CUST01300,16,103.9,1712.91,5,9,1,One year,Mailed check,Fiber optic,No,18-25,1
CUST01301,46,97.86,4443.79,1,9,6,One year,Mailed check,DSL,No internet,18-25,1
CUST01302,7,76.57,504.53,5,2,0,Month-to-month,Credit card,DSL,No internet,36-50,1
CUST01303,61,85.22,4839.97,3,2,2,Two year,Electronic check,No,No internet,26-35,0
CUST01304,40,97.23,3967.14,4,6,3,Two year,Electronic check,Fiber optic,No internet,18-25,0
CUST01305,11,100.45,1187.65,1,4,0,Month-to-month,Bank transfer,Fiber optic,No internet,18-25,1
CUST01306,10,103.85,1003.95,2,7,0,One year,Mailed check,No,No,18-25,1
CUST01307,45,52.63,2260.62,1,5,3,Two year,Bank transfer,Fiber optic,Yes,65+,1
CUST01308,56,68.46,3655.35,4,10,2,One year,Bank transfer,Fiber optic,No internet,36-50,0
CUST01309,9,30.71,286.94,5,5,1,One year,Bank transfer,No,No,18-25,1
CUST01310,22,118.11,2795.63,3,5,1,Two year,Mailed check,Fiber optic,No,36-50,0
CUST01311,71,33.88,2604.74,4,2,6,One year,Bank transfer,No,No,51-65,0
CUST01312,62,84.13,4972.99,4,0,7,Month-to-month,Mailed check,Fiber optic,Yes,65+,0
CUST01313,13,80.71,957.88,4,5,1,Month-to-month,Bank transfer,No,No internet,36-50,1
CUST01314,39,29.6,1109.8,2,5,1,One year,Bank transfer,No,No internet,26-35,0
CUST01315,67,98.06,6354.98,5,7,4,One year,Mailed check,Fiber optic,No,51-65,0
CUST01316,41,78.23,2910.23,1,5,2,Two year,Bank transfer,No,No,26-35,0
CUST01317,56,73.7,4256.99,1,5,6,Two year,Bank transfer,DSL,No internet,18-25,1
CUST01318,35,96.77,3629.86,1,7,3,One year,Credit card,Fiber optic,Yes,36-50,1
CUST01319,60,66.66,4394.85,1,1,1,One year,Electronic check,Fiber optic,No,26-35,0
CUST01320,37,81.46,2871.05,1,10,2,Month-to-month,Electronic check,Fiber optic,No,65+,1
CUST01321,44,60.13,2436.11,3,4,7,One year,Credit card,Fiber optic,No internet,36-50,0
CUST01322,48,66.76,3281.11,3,2,3,One year,Electronic check,No,Yes,65+,1
CUST01323,45,68.6,3147.38,4,5,1,Two year,Mailed check,Fiber optic,Yes,26-35,0
CUST01324,68,97.34,6304.7,1,3,6,Two year,Electronic check,Fiber optic,Yes,36-50,0
CUST01325,3,66.5,189.59,5,7,0,One year,Mailed check,No,No internet,51-65,1
CUST01326,32,117.42,3475.25,3,5,4,Two year,Bank transfer,Fiber optic,No,36-50,1
CUST01327,52,23.71,1223.42,2,9,6,Month-to-month,Credit card,DSL,No,36-50,1
CUST01328,4,85.91,311.98,1,7,0,Two year,Electronic check,No,Yes,51-65,1
CUST01329,70,63.25,4513.73,5,5,5,Two year,Credit card,Fiber optic,No internet,26-35,0
CUST01330,15,94.93,1385.55,2,10,2,One year,Mailed check,Fiber optic,No internet,26-35,1
CUST01331,46,119.82,5832.05,4,3,5,Two year,Electronic check,No,No internet,65+,0
CUST01332,53,24.55,1186.07,2,2,8,Month-to-month,Bank transfer,DSL,No,18-25,0
CUST01333,25,81.21,1857.44,2,0,4,One year,Electronic check,DSL,No,36-50,1
CUST01334,30,63.22,2029.77,2,5,3,One year,Mailed check,DSL,No internet,36-50,1
CUST01335,67,116.33,7320.25,1,10,0,One year,Bank transfer,Fiber optic,No internet,51-65,0
CUST01336,47,76.07,3327.43,1,8,2,Two year,Mailed check,DSL,No internet,51-65,1
CUST01337,34,90.75,3270.58,2,8,4,One year,Mailed check,No,Yes,18-25,1
CUST01338,17,87.22,1618.24,2,1,1,Month-to-month,Mailed check,DSL,Yes,65+,1
CUST01339,63,98.97,6293.16,2,5,9,One year,Mailed check,Fiber optic,No,36-50,1
CUST01340,35,57.75,1969.63,2,2,2,One year,Credit card,DSL,No internet,18-25,0
CUST01341,69,86.57,6289.34,3,1,3,One year,Mailed check,DSL,No internet,18-25,0
CUST01342,44,34.44,1426.28,5,1,3,One year,Electronic check,DSL,No internet,36-50,0
CUST01343,64,113.91,6940.56,2,2,0,Month-to-month,Electronic check,No,No internet,26-35,0
CUST01344,26,44.29,1097.87,1,1,0,Month-to-month,Mailed check,DSL,Yes,18-25,0
CUST01345,66,68.17,4749.12,3,7,7,Month-to-month,Credit card,Fiber optic,No internet,51-65,1
CUST01346,56,30.84,1742.05,4,6,2,One year,Mailed check,No,No,18-25,0
CUST01347,54,38.55,1912.59,2,0,4,Two year,Mailed check,No,Yes,36-50,0
CUST01348,14,70.1,1043.02,2,0,0,One year,Electronic check,No,No,51-65,1
CUST01349,33,81.48,2671.24,1,9,4,Month-to-month,Mailed check,DSL,No,26-35,1
CUST01350,3,58.69,190.57,5,0,0,Month-to-month,Electronic check,No,Yes,65+,0
CUST01351,58,88.27,4734.03,1,5,8,Two year,Credit card,DSL,No,65+,1
CUST01352,19,77.96,1470.74,1,7,2,Month-to-month,Credit card,No,Yes,51-65,1
CUST01353,18,98.1,1709.62,2,6,0,Month-to-month,Bank transfer,DSL,No,65+,1
CUST01354,4,75.04,300.76,3,4,0,Two year,Bank transfer,DSL,No,65+,1
CUST01355,30,95.6,3055.89,2,10,4,Two year,Credit card,DSL,No,36-50,1
CUST01356,58,43.93,2702.57,1,7,4,Two year,Bank transfer,No,No internet,36-50,0
CUST01357,16,22.6,337.22,1,4,0,Month-to-month,Bank transfer,No,Yes,26-35,1
CUST01358,12,77.14,901.18,5,7,2,One year,Mailed check,DSL,No,51-65,1
CUST01359,11,105.7,1209.04,2,0,1,One year,Mailed check,DSL,No internet,36-50,1
CUST01360,10,32.96,356.63,4,0,1,Two year,Bank transfer,No,No internet,65+,1
CUST01361,42,40.88,1699.18,5,4,1,Two year,Mailed check,Fiber optic,No,51-65,0
CUST01362,56,105.77,5341.93,3,3,4,Two year,Mailed check,No,No internet,26-35,0
CUST01363,11,83.91,917.92,2,0,0,Month-to-month,Bank transfer,Fiber optic,No internet,51-65,1
CUST01364,58,53.33,3250.85,4,4,5,Two year,Electronic check,No,Yes,65+,0
CUST01365,39,90.09,3853.07,2,1,4,Month-to-month,Electronic check,Fiber optic,Yes,36-50,1
CUST01366,38,36.22,1252.89,5,9,2,One year,Mailed check,Fiber optic,Yes,18-25,1
CUST01367,14,25.12,383.57,5,7,1,One year,Mailed check,Fiber optic,No,36-50,0
CUST01368,54,54.14,2718.83,5,7,2,Month-to-month,Electronic check,No,No,36-50,1
CUST01369,4,95.82,389.41,5,8,0,Two year,Mailed check,No,No,51-65,1
CUST01370,2,104.29,203.53,5,9,0,Two year,Mailed check,DSL,Yes,65+,1
CUST01371,17,113.15,2031.96,4,0,2,One year,Mailed check,Fiber optic,No,65+,1
CUST01372,48,66.84,3373.14,2,9,6,One year,Bank transfer,No,No,18-25,1
CUST01373,11,25.52,277.23,2,5,0,Month-to-month,Mailed check,DSL,Yes,18-25,1
CUST01374,53,73.96,4234.26,2,4,3,Month-to-month,Credit card,DSL,Yes,65+,0
CUST01375,30,45.22,1323.79,4,0,3,Two year,Electronic check,No,Yes,18-25,1
CUST01376,52,81.2,4352.76,2,5,7,Month-to-month,Electronic check,DSL,Yes,65+,0
CUST01377,44,44.24,2030.42,1,0,6,One year,Electronic check,No,No internet,36-50,0
CUST01378,37,73.17,2858.83,3,3,0,Two year,Credit card,Fiber optic,Yes,36-50,1
CUST01379,45,116.31,5657.39,5,0,5,Month-to-month,Mailed check,Fiber optic,No,26-35,1
CUST01380,47,53.3,2269.55,5,6,7,Month-to-month,Credit card,DSL,No internet,65+,1
CUST01381,17,36.88,595.5,1,7,0,Month-to-month,Electronic check,No,No,51-65,1
CUST01382,27,115.14,3280.19,2,8,3,Month-to-month,Mailed check,DSL,No internet,18-25,1
CUST01383,33,100.14,3506.58,5,5,3,Month-to-month,Credit card,Fiber optic,No internet,65+,1
CUST01384,51,50.97,2399.24,1,3,3,Two year,Credit card,Fiber optic,Yes,18-25,0
CUST01385,42,27.86,1062.78,5,7,4,One year,Credit card,DSL,Yes,26-35,0
CUST01386,21,93.06,2015.27,1,1,3,One year,Credit card,Fiber optic,No,65+,1
CUST01387,64,81.95,5411.11,1,0,4,One year,Mailed check,DSL,No,36-50,0
CUST01388,3,97.99,285.47,4,10,0,Month-to-month,Bank transfer,No,No,18-25,1
CUST01389,62,73.46,4797.73,3,8,3,Month-to-month,Credit card,No,No,65+,1
CUST01390,64,34.18,2072.85,5,3,6,One year,Credit card,DSL,No,36-50,0
CUST01391,58,117.78,6357.87,2,6,7,Month-to-month,Electronic check,No,No internet,65+,1
CUST01392,44,70.02,2834.24,4,0,1,Two year,Mailed check,Fiber optic,No internet,51-65,0
CUST01393,17,22.77,358.38,1,9,0,Month-to-month,Credit card,No,Yes,65+,1
CUST01394,46,32.63,1418.98,2,9,7,Two year,Bank transfer,Fiber optic,No internet,36-50,1
CUST01395,65,36.15,2542.19,3,8,10,One year,Electronic check,DSL,Yes,51-65,0
CUST01396,28,100.21,2887.77,1,4,4,One year,Electronic check,Fiber optic,No,18-25,1
CUST01397,40,111.47,4279.58,4,3,4,One year,Bank transfer,Fiber optic,Yes,36-50,1
CUST01398,11,71.71,795.97,1,2,1,One year,Mailed check,DSL,No internet,51-65,0
CUST01399,60,68.0,4391.6,3,4,3,Two year,Electronic check,DSL,No internet,36-50,0
CUST01400,39,82.26,3184.04,4,2,4,One year,Credit card,Fiber optic,No,36-50,1
CUST01401,29,109.43,3406.12,1,2,4,Two year,Credit card,DSL,No,65+,1
CUST01402,3,84.07,233.31,4,9,0,Two year,Credit card,No,No,18-25,1
CUST01403,9,61.9,540.87,2,7,1,Month-to-month,Electronic check,DSL,No,51-65,1
CUST01404,18,32.59,558.66,2,0,1,Month-to-month,Credit card,No,No,18-25,0
CUST01405,13,87.88,1062.08,2,1,2,Month-to-month,Mailed check,DSL,Yes,51-65,1
CUST01406,40,111.14,4230.99,3,6,4,Month-to-month,Credit card,No,No,26-35,1
CUST01407,29,41.74,1169.29,5,4,3,One year,Bank transfer,DSL,No internet,65+,1
CUST01408,32,103.41,3615.43,3,9,3,One year,Mailed check,DSL,No,26-35,1
CUST01409,3,98.96,277.06,2,4,0,Two year,Bank transfer,Fiber optic,No,18-25,0
CUST01410,6,91.97,512.45,5,0,0,One year,Electronic check,Fiber optic,No,18-25,0
CUST01411,40,50.11,1985.0,4,3,6,Two year,Electronic check,Fiber optic,No,18-25,0
CUST01412,37,37.6,1321.25,4,9,3,Two year,Credit card,No,No,51-65,0
CUST01413,47,101.14,4532.67,5,3,3,One year,Bank transfer,No,No internet,51-65,0
CUST01414,3,47.72,153.29,5,2,0,Two year,Bank transfer,Fiber optic,No,26-35,1
CUST01415,32,102.72,3501.35,1,3,1,Month-to-month,Mailed check,DSL,No,36-50,1
CUST01416,32,82.91,2832.61,2,0,1,Month-to-month,Bank transfer,DSL,No,51-65,1
CUST01417,33,22.16,741.53,3,3,5,One year,Bank transfer,DSL,Yes,26-35,1
CUST01418,45,24.48,1193.22,4,0,2,Month-to-month,Credit card,Fiber optic,No internet,18-25,0
CUST01419,47,114.72,5202.33,4,0,4,Two year,Credit card,Fiber optic,Yes,26-35,1
CUST01420,39,114.63,4375.14,1,1,4,One year,Credit card,DSL,No,26-35,1
CUST01421,66,100.08,5991.77,4,8,1,Two year,Credit card,DSL,No internet,36-50,0
CUST01422,3,54.93,172.8,3,9,0,Two year,Mailed check,DSL,No,51-65,1
CUST01423,41,55.79,2492.98,4,6,6,Month-to-month,Bank transfer,No,No internet,26-35,1
CUST01424,36,60.96,1982.76,4,1,5,Month-to-month,Electronic check,No,No,26-35,0
CUST01425,41,33.14,1460.37,1,7,3,Month-to-month,Electronic check,DSL,No,26-35,1
CUST01426,8,51.44,416.65,4,8,1,One year,Mailed check,DSL,No,26-35,1
CUST01427,28,89.27,2460.8,5,0,4,Month-to-month,Credit card,DSL,Yes,36-50,1
CUST01428,54,93.27,5388.72,2,9,2,Two year,Credit card,No,No internet,26-35,0
CUST01429,5,48.1,263.29,4,10,0,One year,Bank transfer,No,No internet,18-25,1
CUST01430,53,116.69,6151.34,5,5,1,One year,Credit card,Fiber optic,No internet,18-25,0
CUST01431,49,53.41,2564.88,5,8,2,One year,Mailed check,DSL,No internet,18-25,0
CUST01432,2,67.92,126.5,4,2,0,Month-to-month,Electronic check,Fiber optic,Yes,26-35,0
CUST01433,59,41.08,2384.93,1,7,8,Month-to-month,Credit card,No,Yes,18-25,0
CUST01434,52,80.37,4557.29,5,9,5,One year,Bank transfer,Fiber optic,No,18-25,1
CUST01435,34,58.75,1902.99,1,6,3,Two year,Mailed check,Fiber optic,No,18-25,1
CUST01436,72,53.76,3864.08,1,1,6,One year,Electronic check,Fiber optic,Yes,36-50,0
CUST01437,32,112.61,3307.6,1,10,5,One year,Bank transfer,No,Yes,18-25,1
CUST01438,5,33.47,168.33,3,6,0,One year,Mailed check,Fiber optic,Yes,18-25,1
CUST01439,26,29.94,777.68,5,7,0,Two year,Bank transfer,Fiber optic,Yes,36-50,0
CUST01440,37,74.75,2861.61,1,1,1,One year,Electronic check,Fiber optic,No,18-25,0
CUST01441,8,119.68,918.34,1,8,0,Two year,Bank transfer,No,No,51-65,1
CUST01442,59,43.69,2582.87,2,4,6,Month-to-month,Electronic check,DSL,No internet,26-35,0
CUST01443,8,22.75,184.92,3,3,1,Month-to-month,Electronic check,No,Yes,18-25,1
CUST01444,63,89.16,5857.34,1,7,9,One year,Electronic check,Fiber optic,No,26-35,0
CUST01445,66,81.92,5615.62,3,1,8,Two year,Mailed check,DSL,Yes,36-50,0
CUST01446,20,65.23,1259.54,4,0,0,Month-to-month,Bank transfer,Fiber optic,Yes,36-50,0
CUST01447,49,94.36,4578.89,1,2,5,Month-to-month,Electronic check,No,No internet,18-25,1
CUST01448,34,30.23,1031.23,2,8,0,One year,Credit card,No,No internet,18-25,0
CUST01449,24,41.75,927.27,5,8,2,One year,Mailed check,No,No internet,18-25,1
CUST01450,72,58.16,3930.99,1,5,2,Two year,Electronic check,Fiber optic,No,26-35,0
CUST01451,2,34.47,73.07,3,8,0,One year,Mailed check,DSL,No internet,18-25,1
CUST01452,32,106.83,3237.17,1,4,2,Month-to-month,Credit card,No,Yes,51-65,1
CUST01453,49,83.13,4327.69,3,1,3,Two year,Mailed check,DSL,No,18-25,0
CUST01454,4,46.37,201.46,1,8,0,Two year,Bank transfer,No,No,51-65,1
CUST01455,19,108.84,2161.55,4,8,1,One year,Credit card,DSL,Yes,36-50,1
CUST01456,11,48.09,497.04,1,8,0,Two year,Credit card,Fiber optic,Yes,36-50,1
CUST01457,11,89.74,934.12,3,10,0,One year,Credit card,Fiber optic,No,51-65,1
CUST01458,5,70.23,345.12,5,4,0,One year,Credit card,Fiber optic,No internet,65+,1
CUST01459,59,72.66,3917.58,2,1,4,One year,Mailed check,Fiber optic,No,51-65,0
CUST01460,17,114.64,1813.42,3,10,1,One year,Electronic check,DSL,Yes,26-35,1
CUST01461,58,46.55,2763.75,5,9,8,One year,Credit card,No,Yes,26-35,0
CUST01462,14,90.8,1244.04,5,4,0,One year,Credit card,DSL,No,18-25,1
CUST01463,29,36.78,1121.89,4,5,1,Month-to-month,Credit card,Fiber optic,No,51-65,1
CUST01464,31,28.76,951.56,1,0,4,One year,Mailed check,DSL,Yes,36-50,0
CUST01465,29,59.62,1690.42,3,0,0,One year,Mailed check,Fiber optic,No internet,51-65,0
CUST01466,60,79.94,5157.87,4,10,10,One year,Electronic check,No,Yes,51-65,1
CUST01467,2,109.82,208.5,1,0,0,One year,Mailed check,DSL,Yes,51-65,1
CUST01468,63,114.97,7627.31,2,10,7,Two year,Bank transfer,DSL,Yes,51-65,1
CUST01469,68,30.33,2240.46,1,7,1,Two year,Mailed check,DSL,Yes,36-50,1
CUST01470,4,37.02,136.02,3,4,0,One year,Mailed check,Fiber optic,No,26-35,1
CUST01471,30,43.33,1342.01,3,10,4,Two year,Mailed check,No,No,36-50,1
CUST01472,21,42.88,987.94,4,10,0,One year,Bank transfer,DSL,Yes,36-50,1
CUST01473,24,58.47,1376.4,3,3,3,Two year,Credit card,No,No internet,51-65,0
CUST01474,59,43.54,2822.89,2,9,4,Month-to-month,Electronic check,No,No,26-35,1
CUST01475,26,99.28,2742.24,3,8,3,One year,Bank transfer,No,Yes,51-65,1
CUST01476,50,75.34,3890.39,3,1,3,Month-to-month,Mailed check,No,No,51-65,0
CUST01477,5,63.04,306.71,5,10,0,One year,Bank transfer,Fiber optic,No,65+,1
CUST01478,17,31.84,564.78,4,2,1,Two year,Bank transfer,Fiber optic,No,51-65,1
CUST01479,39,60.06,2492.07,5,9,3,Month-to-month,Credit card,Fiber optic,No internet,36-50,1
CUST01480,47,68.6,3447.93,2,9,3,Two year,Credit card,No,No internet,51-65,1
CUST01481,51,115.38,5982.29,2,5,5,Month-to-month,Credit card,Fiber optic,Yes,65+,1
